vu,R0,str,vk,va,wk,q50,q95,q5,bo
50% Vaccinated,5,ME_ME_TS,0,0.2,0,0.0,0.0,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,1,0.07,0.29,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,2,0.18,0.71,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,3,0.34,2.57,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,4,0.31,2.34,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,5,0.23,1.14,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,6,0.16,0.58,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,7,0.17,0.59,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,8,0.15,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,9,0.19,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,10,0.26,1.44,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,11,0.22,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,12,0.22,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,13,0.24,0.86,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,14,0.29,1.59,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,15,0.42,2.45,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,16,0.48,3.59,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,17,0.43,3.04,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,18,0.42,1.74,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,19,0.34,1.33,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,20,0.32,1.71,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,21,0.33,1.29,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,22,0.22,1.48,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,23,0.21,1.16,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,24,0.39,2.57,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,25,0.29,1.73,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,26,0.22,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,27,0.19,0.73,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,28,0.19,1.15,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,29,0.22,1.04,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,30,0.27,1.61,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,31,0.23,1.44,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,32,0.23,1.44,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,33,0.18,1.0,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,34,0.23,0.91,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,35,0.15,0.6,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,36,0.16,0.86,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,37,0.26,1.44,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,38,0.23,1.29,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,39,0.19,1.44,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,40,0.21,1.15,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,41,0.29,1.86,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,42,0.21,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,43,0.17,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,44,0.25,0.86,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,45,0.27,1.3,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,46,0.25,1.57,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,47,0.22,1.44,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,48,0.22,1.16,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,49,0.2,1.29,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,50,0.21,1.01,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,51,0.22,1.15,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,52,0.19,0.75,0.0,0
50% Vaccinated,5,ME_ME_TS,0,0.2,53,0.43,1.71,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,54,0.76,2.86,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,55,1.1,4.0,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,56,1.37,5.31,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,57,1.29,5.06,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,58,1.12,4.46,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,59,0.97,3.29,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,60,1.22,4.16,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,61,1.3,3.63,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,62,1.34,4.91,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,63,1.36,4.72,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,64,1.48,5.01,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,65,1.65,5.35,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,66,1.6,6.01,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,67,1.64,6.01,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,68,1.59,5.76,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,69,1.73,7.45,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,70,1.77,6.86,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,71,2.15,7.44,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,72,2.52,8.46,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,73,2.81,6.9,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,74,2.81,6.96,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,75,2.75,7.4,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,76,2.65,8.17,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,77,2.83,7.91,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,78,2.12,7.43,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,79,1.66,6.49,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,80,1.55,6.41,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,81,1.64,7.5,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,82,1.78,6.61,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,83,2.04,5.64,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,84,2.18,10.46,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,85,2.4,7.34,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,86,2.37,10.0,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,87,2.96,11.14,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,88,3.1,11.74,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,89,2.86,10.32,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,90,2.85,10.78,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,91,2.92,10.16,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,92,2.98,10.09,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,93,3.34,9.04,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,94,3.36,10.53,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,95,3.15,10.04,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,96,2.87,10.72,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,97,2.75,9.43,0.14,1
50% Vaccinated,5,ME_ME_TS,0,0.2,98,3.13,9.57,0.0,1
50% Vaccinated,5,ME_ME_TS,0,0.2,99,3.12,8.27,0.0,1
